phase,epoch,train_loss,val_loss,val_r2,val_rmse
frozen,1,24.384400685628254,24.384400685628254,,
frozen,2,11.205449104309082,11.205449104309082,,
frozen,3,7.413433074951172,7.413433074951172,,
frozen,4,4.263075232505798,4.263075232505798,,
frozen,5,4.210073312123616,4.210073312123616,,
frozen,6,4.846680561701457,4.846680561701457,,
frozen,7,4.436624844868978,4.436624844868978,,
frozen,8,3.56199057896932,3.56199057896932,,
frozen,9,2.6043456196784973,2.6043456196784973,,
frozen,10,2.4446027676264444,2.4446027676264444,,
frozen,11,3.8642075856526694,3.8642075856526694,,
frozen,12,2.0164751410484314,2.0164751410484314,,
frozen,13,1.7331781089305878,1.7331781089305878,,
frozen,14,4.890884637832642,4.890884637832642,,
frozen,15,1.6644418040911357,1.6644418040911357,,
frozen,16,2.1009941498438516,2.1009941498438516,,
frozen,17,2.359823783238729,2.359823783238729,,
frozen,18,1.7898587187131245,1.7898587187131245,,
frozen,19,3.0934669176737466,3.0934669176737466,,
frozen,20,4.961932937304179,4.961932937304179,,
full,1,1.8956452210744221,1.8956452210744221,,
full,2,2.1749939918518066,2.1749939918518066,,
full,3,1.6569037040074666,1.6569037040074666,,
full,4,1.7439820766448975,1.7439820766448975,,
full,5,1.019157513976097,1.019157513976097,,
full,6,2.972678025563558,2.972678025563558,,
full,7,1.251591722170512,1.251591722170512,,
full,8,1.6055173476537068,1.6055173476537068,,
full,9,1.5978455543518066,1.5978455543518066,,
full,10,0.9709136287371317,0.9709136287371317,,
full,11,1.2751206159591675,1.2751206159591675,,
full,12,1.2273789842923482,1.2273789842923482,,
full,13,1.198459506034851,1.198459506034851,,
full,14,0.8093103220065435,0.8093103220065435,,
full,15,1.4594491720199585,1.4594491720199585,,
full,16,0.9860647916793823,0.9860647916793823,,
full,17,0.928920845190684,0.928920845190684,,
full,18,1.3033528725306194,1.3033528725306194,,
full,19,0.6546927740176519,0.6546927740176519,,
full,20,0.8024223148822784,0.8024223148822784,,
full,21,0.8529898822307587,0.8529898822307587,,
full,22,0.9675178925196329,0.9675178925196329,,
full,23,0.7930903136730194,0.7930903136730194,,
full,24,1.1011737783749898,1.1011737783749898,,
full,25,1.6737881501515706,1.6737881501515706,,
full,26,0.9558538595835367,0.9558538595835367,,
full,27,0.8919434646765391,0.8919434646765391,,
full,28,0.8021724621454874,0.8021724621454874,,
full,29,1.3325653672218323,1.3325653672218323,,
full,30,0.7480484346548716,0.7480484346548716,,
full,31,0.6846763690312704,0.6846763690312704,,
full,32,0.5868996282418569,0.5868996282418569,,
full,33,0.5978598048289617,0.5978598048289617,,
full,34,0.5757616348564625,0.5757616348564625,,
full,35,0.8390587568283081,0.8390587568283081,,
full,36,0.6314247051874796,0.6314247051874796,,
full,37,0.8357775807380676,0.8357775807380676,,
full,38,0.6152372161547343,0.6152372161547343,,
full,39,0.907024085521698,0.907024085521698,,
full,40,1.4466917912165325,1.4466917912165325,,
full,41,1.1619879206021626,1.1619879206021626,,
full,42,0.5050578191876411,0.5050578191876411,,
full,43,0.7454333007335663,0.7454333007335663,,
full,44,0.8488269845644633,0.8488269845644633,,
full,45,0.6665863394737244,0.6665863394737244,,
full,46,0.5834642052650452,0.5834642052650452,,
full,47,0.44149388869603473,0.44149388869603473,,
full,48,0.4027450457215309,0.4027450457215309,,
full,49,0.620254913965861,0.620254913965861,,
full,50,0.6948151191075643,0.6948151191075643,,
