country,transfer_r2,transfer_rmse,scratch_r2,scratch_rmse,r2_improvement
idn,0.5744291245937347,0.7631391286849976,0.0002614259719848,1.169663667678833,0.5741676986217499
vnm,0.0476292371749877,1.307309865951538,-0.0560077428817749,1.376604080200195,0.1036369800567627
tha,-2.725684881210327,0.8313503265380859,-0.48984575271606445,0.5257166028022766,-2.2358391284942627
