epoch,train_loss,val_loss,val_r2,val_rmse
34,3.246192565831271,3.8651518126328788,0.3883364200592041,2.009160280227661
35,3.1556001316417346,3.845753083626429,0.3978605270385742,1.9934566020965576
36,3.1483416839079426,4.032688021659851,0.37288331985473633,2.03438138961792
37,3.1274762977253308,3.978325068950653,0.38208580017089844,2.019399881362915
38,3.080120511488481,3.7941949367523193,0.4051527976989746,1.9813488721847534
39,3.0700999520041727,3.4136700332164764,0.46179211139678955,1.884661078453064
40,3.0402964960445056,3.836875488360723,0.39497560262680054,1.998226284980774
41,2.9804490371183916,3.093743771314621,0.5083428621292114,1.8013139963150024
42,3.0008308258923617,3.4392775495847068,0.46186602115631104,1.8845316171646118
43,2.9525320443240077,3.676692485809326,0.42844879627227783,1.9421635866165161
44,2.9078118866140192,3.387963672478994,0.4738224744796753,1.8634785413742065
45,2.8584364609284836,3.3873101671536765,0.4668884873390198,1.8757168054580688
46,2.8426983053034003,3.065476526816686,0.5149408280849457,1.7891864776611328
47,2.820722747932781,3.5916211207707724,0.4286012649536133,1.9419045448303223
48,2.837293854626742,3.5901155273119607,0.4398546814918518,1.9226869344711304
49,2.7700594663619995,4.161916971206665,0.3546070456504822,2.0638129711151123
50,2.7467643607746473,3.268078714609146,0.48051244020462036,1.8515942096710205
51,2.7218275059353223,3.1679818431536355,0.4962170720100403,1.8233915567398071
52,2.6761939894069324,3.6112933357556662,0.43333905935287476,1.9338370561599731
53,2.6759879372336646,3.497130423784256,0.4485807418823242,1.9076522588729858
54,2.6870755249803717,3.748963256676992,0.4170529246330261,1.9614299535751343
55,2.624834073673595,2.9628167351086936,0.5243235230445862,1.7717974185943604
56,2.551436121897264,3.4224341015021005,0.4601514935493469,1.8875313997268677
57,2.5685955676165495,3.3299836913744607,0.4807590842247009,1.8511546850204468
58,2.5632021405480123,3.8745854695638022,0.40003472566604614,1.9898544549942017
59,2.5318509047681634,3.3517020543416343,0.47637420892715454,1.8589544296264648
60,2.504460113698786,3.548810144265493,0.44006890058517456,1.9223192930221558
61,2.479102514006875,3.426209350426992,0.46563565731048584,1.8779194355010986
62,2.463061938502572,3.594642778237661,0.4419574737548828,1.9190746545791626
63,2.4888438788327303,4.1451966762542725,0.3487544059753418,2.0731496810913086
64,2.4117812915281815,3.9822309613227844,0.37485653162002563,2.0311784744262695
65,2.365003667094491,3.9232813119888306,0.38193637132644653,2.019644021987915
66,2.3711104241284455,3.387414515018463,0.4757881760597229,1.8599944114685059
67,2.3749455311081626,3.502608517805735,0.4507664442062378,1.9038676023483276
68,2.326667121323672,2.825670967499415,0.5503024756908417,1.722735047340393
69,2.294734541936354,3.536734769741694,0.44173455238342285,1.919458031654358
70,2.317744855447249,3.501299649477005,0.44738149642944336,1.909725546836853
71,2.269902584769509,3.449831505616506,0.4624592065811157,1.8834927082061768
72,2.2695227937264875,3.8454160590966544,0.3994510769844055,1.9908219575881958
73,2.2492835001512006,3.502603451410929,0.45606762170791626,1.8946573734283447
74,2.2132524782961065,3.0105537871519723,0.5265759229660034,1.7675975561141968
75,2.2092218431559476,3.3675382832686105,0.4723830223083496,1.866025686264038
76,2.1773024916648867,3.2067280411720276,0.5032686293125153,1.8105854988098145
77,2.156053368611769,2.9544093211491904,0.5387421548366547,1.7447376251220703
78,2.153647877953269,3.4359023372332254,0.4585849642753601,1.8902679681777954
79,2.1177331133322284,3.464415351549784,0.461786687374115,1.884670615196228
80,2.117706328088587,3.1280968685944877,0.5058249533176422,1.8059204816818237
81,2.082228060202165,3.5306632618109384,0.44983571767807007,1.905480146408081
82,2.0587039774114437,3.462869425614675,0.45565158128738403,1.8953818082809448
83,2.063278689167716,3.1246993839740753,0.5096470713615417,1.7989232540130615
84,2.0542064840143377,3.6564475496610007,0.4322589039802551,1.9356791973114014
85,2.0150272553617303,3.406036833922068,0.46659743785858154,1.8762288093566895
86,2.000277199528434,3.349078377087911,0.4781952500343323,1.8557190895080566
87,1.9912598208947616,2.6657698154449463,0.5851407051086426,1.654659628868103
88,1.9839011354879899,3.4816717406113944,0.4593857526779175,1.8888695240020752
89,1.9631585597991943,3.017267336448034,0.5293754637241364,1.7623636722564697
90,1.9153747309337963,3.55646742383639,0.44743531942367554,1.9096325635910034
91,1.9204764810475436,3.055375417073568,0.525653064250946,1.7693195343017578
92,1.9069650303233754,2.927031626303991,0.5402776002883911,1.7418311834335327
93,1.8956691189245745,3.3849721451600394,0.47748732566833496,1.8569774627685547
94,1.8722852284258062,3.1733390390872955,0.5049991011619568,1.8074288368225098
95,1.8671033772555266,3.238122969865799,0.496265172958374,1.823304533958435
96,1.8403921441598372,3.4701580802599588,0.46365541219711304,1.8813958168029785
97,1.8483230829238892,3.239647924900055,0.4953957200050354,1.824877381324768
98,1.8168511033058166,3.2604233225186667,0.4901856780052185,1.834274172782898
99,1.7989465095780113,3.205324371655782,0.5027039647102356,1.8116142749786377
100,1.8124217943711713,3.149303843577703,0.511543482542038,1.7954412698745728
101,1.774592113494873,3.3421688973903656,0.48119664192199707,1.850374460220337
102,1.762188353321769,3.082859834035238,0.5194830894470215,1.7807893753051758
103,1.7547170433131132,3.5982510149478912,0.4389305114746094,1.9242724180221558
104,1.7453524091027,3.200180302063624,0.5035867989063263,1.81000554561615
105,1.7152712561867454,3.513284703095754,0.4535332918167114,1.8990660905838013
106,1.7197004838423295,3.1156778832276664,0.5141828060150146,1.790583848953247
107,1.7141726678067988,3.1688223083813987,0.5063456594944,1.8049688339233398
