region_name,year,country,planted_ha,harvested_ha,production_ton,yield_ton_ha,data_source
Lai Chau,1997,VNM,29000.0,29000.0,35800.0,1.2345,GSO
Lam Dong,1997,VNM,14800.0,14800.0,65500.0,4.4257,GSO
Lang Son,1997,VNM,10600.0,10600.0,28600.0,2.6981,GSO
Lao Cai,1997,VNM,21200.0,21200.0,29900.0,1.4104,GSO
Long An,1997,VNM,500.0,500.0,2500.0,5.0,GSO
Nam Dinh,1997,VNM,7100.0,7100.0,23200.0,3.2676,GSO
Nghe An,1997,VNM,35000.0,35000.0,70800.0,2.0229,GSO
Ninh Binh,1997,VNM,7700.0,7700.0,21400.0,2.7792,GSO
Ninh Thuan,1997,VNM,8000.0,8000.0,12900.0,1.6125,GSO
Phu Tho,1997,VNM,13100.0,13100.0,34000.0,2.5954,GSO
Phu Yen,1997,VNM,4500.0,4500.0,2900.0,0.6444,GSO
Quang Binh,1997,VNM,3100.0,3100.0,8500.0,2.7419,GSO
Quang Nam,1997,VNM,6700.0,6700.0,15100.0,2.2537,GSO
Quang Ngai,1997,VNM,5400.0,5400.0,14400.0,2.6667,GSO
Quang Ninh,1997,VNM,3800.0,3800.0,9900.0,2.6053,GSO
Quang Tri,1997,VNM,1900.0,1900.0,2900.0,1.5263,GSO
Soc Trang,1997,VNM,2500.0,2500.0,5300.0,2.12,GSO
Son La,1997,VNM,29300.0,29300.0,50700.0,1.7304,GSO
Tay Ninh,1997,VNM,7000.0,7000.0,24000.0,3.4286,GSO
Thai Binh,1997,VNM,11500.0,11500.0,45100.0,3.9217,GSO
Thai Nguyen,1997,VNM,10200.0,10200.0,29400.0,2.8824,GSO
Thanh Hoa,1997,VNM,36700.0,36700.0,88800.0,2.4196,GSO
Thua Thien-Hue,1997,VNM,900.0,900.0,1800.0,2.0,GSO
Tien Giang,1997,VNM,2200.0,2200.0,5400.0,2.4545,GSO
Tra Vinh,1997,VNM,2200.0,2200.0,6100.0,2.7727,GSO
Tuyen Quang,1997,VNM,10400.0,10400.0,31700.0,3.0481,GSO
Vinh Long,1997,VNM,700.0,700.0,1000.0,1.4286,GSO
Vinh Phuc,1997,VNM,22000.0,22000.0,60300.0,2.7409,GSO
Yen Bai,1997,VNM,7600.0,7600.0,13000.0,1.7105,GSO
An Giang,1998,VNM,4300.0,4300.0,17000.0,3.9535,GSO
Ba Ria - Vung Tau,1998,VNM,16500.0,16500.0,56400.0,3.4182,GSO
Bac Giang,1998,VNM,13700.0,13700.0,35200.0,2.5693,GSO
Bac Kan,1998,VNM,6400.0,6400.0,16100.0,2.5156,GSO
Bac Lieu,1998,VNM,200.0,200.0,500.0,2.5,GSO
Bac Ninh,1998,VNM,6800.0,6800.0,13900.0,2.0441,GSO
Ben Tre,1998,VNM,900.0,900.0,2500.0,2.7778,GSO
Binh Dinh,1998,VNM,1300.0,1300.0,4000.0,3.0769,GSO
Binh Duong,1998,VNM,1200.0,1200.0,1900.0,1.5833,GSO
Binh Phuoc,1998,VNM,5700.0,5700.0,13800.0,2.4211,GSO
Binh Thuan,1998,VNM,9300.0,9300.0,27300.0,2.9355,GSO
Ca Mau,1998,VNM,200.0,200.0,400.0,2.0,GSO
Can Tho,1998,VNM,1200.0,1200.0,3900.0,3.25,GSO
Cao Bang,1998,VNM,30200.0,30200.0,60600.0,2.0066,GSO
Da Nang,1998,VNM,300.0,300.0,300.0,1.0,GSO
Dak Lak,1998,VNM,32700.0,32700.0,112500.0,3.4404,GSO
Dong Nai,1998,VNM,59400.0,59400.0,184900.0,3.1128,GSO
Dong Thap,1998,VNM,2200.0,2200.0,9000.0,4.0909,GSO
Gia Lai,1998,VNM,17700.0,17700.0,33300.0,1.8814,GSO
Ha Giang,1998,VNM,40400.0,40400.0,62100.0,1.5371,GSO
Ha Nam,1998,VNM,7900.0,7900.0,23600.0,2.9873,GSO
Ha Noi,1998,VNM,31900.0,31900.0,92300.0,2.8934,GSO
Ha Tinh,1998,VNM,2000.0,2000.0,4200.0,2.1,GSO
Hai Duong,1998,VNM,8800.0,8800.0,29200.0,3.3182,GSO
Hai Phong,1998,VNM,800.0,800.0,2500.0,3.125,GSO
Ho Chi Minh City,1998,VNM,900.0,900.0,2700.0,3.0,GSO
Hoa Binh,1998,VNM,18700.0,18700.0,22600.0,1.2086,GSO
Hung Yen,1998,VNM,9600.0,9600.0,30200.0,3.1458,GSO
Khanh Hoa,1998,VNM,4300.0,4300.0,5100.0,1.186,GSO
Kon Tum,1998,VNM,3600.0,3600.0,8100.0,2.25,GSO
Lai Chau,1998,VNM,29700.0,29700.0,40500.0,1.3636,GSO
Lam Dong,1998,VNM,15500.0,15500.0,62900.0,4.0581,GSO
Lang Son,1998,VNM,10100.0,10100.0,28400.0,2.8119,GSO
Lao Cai,1998,VNM,21000.0,21000.0,34300.0,1.6333,GSO
Long An,1998,VNM,200.0,200.0,700.0,3.5,GSO
Nam Dinh,1998,VNM,6000.0,6000.0,19100.0,3.1833,GSO
Nghe An,1998,VNM,31100.0,31100.0,65700.0,2.1125,GSO
Ninh Binh,1998,VNM,6800.0,6800.0,19100.0,2.8088,GSO
Ninh Thuan,1998,VNM,8000.0,8000.0,10700.0,1.3375,GSO
Phu Tho,1998,VNM,12800.0,12800.0,31600.0,2.4688,GSO
Phu Yen,1998,VNM,3600.0,3600.0,2300.0,0.6389,GSO
Quang Binh,1998,VNM,2800.0,2800.0,6800.0,2.4286,GSO
Quang Nam,1998,VNM,6000.0,6000.0,14300.0,2.3833,GSO
Quang Ngai,1998,VNM,6200.0,6200.0,13200.0,2.129,GSO
Quang Ninh,1998,VNM,4100.0,4100.0,10800.0,2.6341,GSO
Quang Tri,1998,VNM,1500.0,1500.0,1900.0,1.2667,GSO
Soc Trang,1998,VNM,2700.0,2700.0,6900.0,2.5556,GSO
Son La,1998,VNM,35400.0,35400.0,82300.0,2.3249,GSO
Tay Ninh,1998,VNM,6100.0,6100.0,19200.0,3.1475,GSO
Thai Binh,1998,VNM,6500.0,6500.0,25000.0,3.8462,GSO
Thai Nguyen,1998,VNM,10700.0,10700.0,30800.0,2.8785,GSO
Thanh Hoa,1998,VNM,40800.0,40800.0,101400.0,2.4853,GSO
Thua Thien-Hue,1998,VNM,900.0,900.0,1700.0,1.8889,GSO
Tien Giang,1998,VNM,2400.0,2400.0,6200.0,2.5833,GSO
Tra Vinh,1998,VNM,2100.0,2100.0,5800.0,2.7619,GSO
Tuyen Quang,1998,VNM,9300.0,9300.0,27500.0,2.957,GSO
Vinh Long,1998,VNM,700.0,700.0,1200.0,1.7143,GSO
Vinh Phuc,1998,VNM,19800.0,19800.0,51500.0,2.601,GSO
Yen Bai,1998,VNM,7800.0,7800.0,14100.0,1.8077,GSO
An Giang,1999,VNM,5100.0,5100.0,9700.0,1.902,GSO
Ba Ria - Vung Tau,1999,VNM,17200.0,17200.0,56400.0,3.2791,GSO
Bac Giang,1999,VNM,12500.0,12500.0,33500.0,2.68,GSO
Bac Kan,1999,VNM,7400.0,7400.0,15400.0,2.0811,GSO
Bac Lieu,1999,VNM,300.0,300.0,800.0,2.6667,GSO
Bac Ninh,1999,VNM,6000.0,6000.0,15900.0,2.65,GSO
Ben Tre,1999,VNM,600.0,600.0,1900.0,3.1667,GSO
Binh Dinh,1999,VNM,1900.0,1900.0,4300.0,2.2632,GSO
Binh Duong,1999,VNM,1300.0,1300.0,2100.0,1.6154,GSO
Binh Phuoc,1999,VNM,5800.0,5800.0,15900.0,2.7414,GSO
Binh Thuan,1999,VNM,10300.0,10300.0,28100.0,2.7282,GSO
Ca Mau,1999,VNM,200.0,200.0,700.0,3.5,GSO
Can Tho,1999,VNM,1000.0,1000.0,3100.0,3.1,GSO
Cao Bang,1999,VNM,30400.0,30400.0,63100.0,2.0757,GSO
Da Nang,1999,VNM,100.0,100.0,300.0,3.0,GSO
Dak Lak,1999,VNM,35400.0,35400.0,119000.0,3.3616,GSO
Dong Nai,1999,VNM,61700.0,61700.0,202500.0,3.282,GSO
Dong Thap,1999,VNM,2500.0,2500.0,12100.0,4.84,GSO
Gia Lai,1999,VNM,20700.0,20700.0,43400.0,2.0966,GSO
Ha Giang,1999,VNM,40600.0,40600.0,63700.0,1.569,GSO
Ha Nam,1999,VNM,8000.0,8000.0,25200.0,3.15,GSO
Ha Noi,1999,VNM,31400.0,31400.0,95600.0,3.0446,GSO
Ha Tinh,1999,VNM,3500.0,3500.0,8100.0,2.3143,GSO
Hai Duong,1999,VNM,9000.0,9000.0,33300.0,3.7,GSO
Hai Phong,1999,VNM,500.0,500.0,1500.0,3.0,GSO
Ho Chi Minh City,1999,VNM,1100.0,1100.0,3100.0,2.8182,GSO
Hoa Binh,1999,VNM,19400.0,19400.0,31800.0,1.6392,GSO
Hung Yen,1999,VNM,10100.0,10100.0,30600.0,3.0297,GSO
Khanh Hoa,1999,VNM,4900.0,4900.0,5500.0,1.1224,GSO
Kon Tum,1999,VNM,4100.0,4100.0,8300.0,2.0244,GSO
Lai Chau,1999,VNM,30100.0,30100.0,40600.0,1.3488,GSO
Lam Dong,1999,VNM,13700.0,13700.0,56700.0,4.1387,GSO
Lang Son,1999,VNM,10600.0,10600.0,32200.0,3.0377,GSO
Lao Cai,1999,VNM,22000.0,22000.0,37100.0,1.6864,GSO
Long An,1999,VNM,400.0,400.0,1000.0,2.5,GSO
Nam Dinh,1999,VNM,5100.0,5100.0,16300.0,3.1961,GSO
Nghe An,1999,VNM,37700.0,37700.0,80400.0,2.1326,GSO
Ninh Binh,1999,VNM,6600.0,6600.0,20000.0,3.0303,GSO
Ninh Thuan,1999,VNM,8800.0,8800.0,11600.0,1.3182,GSO
Phu Tho,1999,VNM,16100.0,16100.0,44900.0,2.7888,GSO
Phu Yen,1999,VNM,3700.0,3700.0,2600.0,0.7027,GSO
Quang Binh,1999,VNM,3400.0,3400.0,7700.0,2.2647,GSO
Quang Nam,1999,VNM,7300.0,7300.0,14800.0,2.0274,GSO
Quang Ngai,1999,VNM,6300.0,6300.0,13700.0,2.1746,GSO
Quang Ninh,1999,VNM,4500.0,4500.0,11100.0,2.4667,GSO
Quang Tri,1999,VNM,2100.0,2100.0,3500.0,1.6667,GSO
Soc Trang,1999,VNM,2600.0,2600.0,6400.0,2.4615,GSO
Son La,1999,VNM,42500.0,42500.0,97200.0,2.2871,GSO
Tay Ninh,1999,VNM,5400.0,5400.0,15900.0,2.9444,GSO
Thai Binh,1999,VNM,5400.0,5400.0,21400.0,3.963,GSO
Thai Nguyen,1999,VNM,10300.0,10300.0,30700.0,2.9806,GSO
Thanh Hoa,1999,VNM,45800.0,45800.0,127100.0,2.7751,GSO
Thua Thien-Hue,1999,VNM,900.0,900.0,1200.0,1.3333,GSO
Tien Giang,1999,VNM,2400.0,2400.0,6000.0,2.5,GSO
Tra Vinh,1999,VNM,1800.0,1800.0,5100.0,2.8333,GSO
Tuyen Quang,1999,VNM,12400.0,12400.0,34000.0,2.7419,GSO
Vinh Long,1999,VNM,800.0,800.0,1300.0,1.625,GSO
Vinh Phuc,1999,VNM,20900.0,20900.0,60200.0,2.8804,GSO
Yen Bai,1999,VNM,9200.0,9200.0,17500.0,1.9022,GSO
An Giang,2000,VNM,5100.0,5100.0,10500.0,2.0588,GSO
Ba Ria - Vung Tau,2000,VNM,19300.0,19300.0,68200.0,3.5337,GSO
Bac Giang,2000,VNM,11400.0,11400.0,29400.0,2.5789,GSO
Bac Kan,2000,VNM,9900.0,9900.0,21200.0,2.1414,GSO
Bac Lieu,2000,VNM,300.0,300.0,800.0,2.6667,GSO
Bac Ninh,2000,VNM,4400.0,4400.0,11500.0,2.6136,GSO
Ben Tre,2000,VNM,800.0,800.0,2200.0,2.75,GSO
Binh Dinh,2000,VNM,2800.0,2800.0,9500.0,3.3929,GSO
Binh Duong,2000,VNM,1300.0,1300.0,2100.0,1.6154,GSO
Binh Phuoc,2000,VNM,5900.0,5900.0,15500.0,2.6271,GSO
Binh Thuan,2000,VNM,12000.0,12000.0,34600.0,2.8833,GSO
Ca Mau,2000,VNM,300.0,300.0,1100.0,3.6667,GSO
Can Tho,2000,VNM,1100.0,1100.0,3600.0,3.2727,GSO
Cao Bang,2000,VNM,31500.0,31500.0,75800.0,2.4063,GSO
Da Nang,2000,VNM,100.0,100.0,600.0,6.0,GSO
Dak Lak,2000,VNM,46500.0,46500.0,193500.0,4.1613,GSO
Dong Nai,2000,VNM,65300.0,65300.0,232900.0,3.5666,GSO
Dong Thap,2000,VNM,2600.0,2600.0,10500.0,4.0385,GSO
Gia Lai,2000,VNM,23500.0,23500.0,64700.0,2.7532,GSO
Ha Giang,2000,VNM,41800.0,41800.0,71700.0,1.7153,GSO
Ha Nam,2000,VNM,7900.0,7900.0,23300.0,2.9494,GSO
Ha Noi,2000,VNM,32700.0,32700.0,100700.0,3.0795,GSO
Ha Tinh,2000,VNM,2500.0,2500.0,5800.0,2.32,GSO
Hai Duong,2000,VNM,5200.0,5200.0,19400.0,3.7308,GSO
Hai Phong,2000,VNM,600.0,600.0,1800.0,3.0,GSO
Ho Chi Minh City,2000,VNM,1100.0,1100.0,3400.0,3.0909,GSO
Hoa Binh,2000,VNM,21500.0,21500.0,48800.0,2.2698,GSO
Hung Yen,2000,VNM,7200.0,7200.0,19100.0,2.6528,GSO
Khanh Hoa,2000,VNM,5000.0,5000.0,7300.0,1.46,GSO
Kon Tum,2000,VNM,4400.0,4400.0,13100.0,2.9773,GSO
Lai Chau,2000,VNM,31100.0,31100.0,43200.0,1.3891,GSO
Lam Dong,2000,VNM,12400.0,12400.0,49000.0,3.9516,GSO
Lang Son,2000,VNM,12700.0,12700.0,44800.0,3.5276,GSO
Lao Cai,2000,VNM,22500.0,22500.0,38300.0,1.7022,GSO
Long An,2000,VNM,400.0,400.0,1300.0,3.25,GSO
Nam Dinh,2000,VNM,3400.0,3400.0,10900.0,3.2059,GSO
Nghe An,2000,VNM,37500.0,37500.0,78700.0,2.0987,GSO
Ninh Binh,2000,VNM,6700.0,6700.0,18900.0,2.8209,GSO
Ninh Thuan,2000,VNM,10800.0,10800.0,20100.0,1.8611,GSO
Phu Tho,2000,VNM,16200.0,16200.0,42500.0,2.6235,GSO
Phu Yen,2000,VNM,4000.0,4000.0,2800.0,0.7,GSO
Quang Binh,2000,VNM,3300.0,3300.0,10400.0,3.1515,GSO
Quang Nam,2000,VNM,8900.0,8900.0,26500.0,2.9775,GSO
Quang Ngai,2000,VNM,7700.0,7700.0,24900.0,3.2338,GSO
Quang Ninh,2000,VNM,4900.0,4900.0,12900.0,2.6327,GSO
Quang Tri,2000,VNM,1900.0,1900.0,3100.0,1.6316,GSO
Soc Trang,2000,VNM,2700.0,2700.0,6700.0,2.4815,GSO
Son La,2000,VNM,51600.0,51600.0,135800.0,2.6318,GSO
Tay Ninh,2000,VNM,7100.0,7100.0,25100.0,3.5352,GSO
Thai Binh,2000,VNM,4700.0,4700.0,19100.0,4.0638,GSO
Thai Nguyen,2000,VNM,10700.0,10700.0,30800.0,2.8785,GSO
Thanh Hoa,2000,VNM,46400.0,46400.0,126700.0,2.7306,GSO
Thua Thien-Hue,2000,VNM,1200.0,1200.0,2700.0,2.25,GSO
Tien Giang,2000,VNM,2500.0,2500.0,6200.0,2.48,GSO
Tra Vinh,2000,VNM,2600.0,2600.0,7700.0,2.9615,GSO
Tuyen Quang,2000,VNM,11700.0,11700.0,38600.0,3.2991,GSO
Vinh Long,2000,VNM,600.0,600.0,1200.0,2.0,GSO
Vinh Phuc,2000,VNM,20100.0,20100.0,54900.0,2.7313,GSO
Yen Bai,2000,VNM,9900.0,9900.0,19500.0,1.9697,GSO
An Giang,2001,VNM,7200.0,7200.0,41500.0,5.7639,GSO
Ba Ria - Vung Tau,2001,VNM,19000.0,19000.0,66700.0,3.5105,GSO
Bac Giang,2001,VNM,8900.0,8900.0,22300.0,2.5056,GSO
Bac Kan,2001,VNM,10200.0,10200.0,24100.0,2.3627,GSO
Bac Lieu,2001,VNM,200.0,200.0,600.0,3.0,GSO
Bac Ninh,2001,VNM,2600.0,2600.0,6900.0,2.6538,GSO
Ben Tre,2001,VNM,1000.0,1000.0,3100.0,3.1,GSO
Binh Dinh,2001,VNM,3700.0,3700.0,13300.0,3.5946,GSO
Binh Duong,2001,VNM,1300.0,1300.0,2100.0,1.6154,GSO
Binh Phuoc,2001,VNM,6600.0,6600.0,17600.0,2.6667,GSO
Binh Thuan,2001,VNM,13400.0,13400.0,50300.0,3.7537,GSO
Ca Mau,2001,VNM,300.0,300.0,900.0,3.0,GSO
Can Tho,2001,VNM,1000.0,1000.0,3300.0,3.3,GSO
Cao Bang,2001,VNM,32300.0,32300.0,78800.0,2.4396,GSO
Da Nang,2001,VNM,400.0,400.0,2400.0,6.0,GSO
Dak Lak,2001,VNM,56900.0,56900.0,219800.0,3.8629,GSO
Dong Nai,2001,VNM,63500.0,63500.0,221900.0,3.4945,GSO
Dong Thap,2001,VNM,2700.0,2700.0,12300.0,4.5556,GSO
Gia Lai,2001,VNM,27100.0,27100.0,81500.0,3.0074,GSO
Ha Giang,2001,VNM,43200.0,43200.0,79200.0,1.8333,GSO
Ha Nam,2001,VNM,6100.0,6100.0,19500.0,3.1967,GSO
Ha Noi,2001,VNM,25600.0,25600.0,86300.0,3.3711,GSO
Ha Tinh,2001,VNM,2400.0,2400.0,6100.0,2.5417,GSO
Hai Duong,2001,VNM,1900.0,1900.0,7000.0,3.6842,GSO
Hai Phong,2001,VNM,300.0,300.0,900.0,3.0,GSO
Ho Chi Minh City,2001,VNM,1100.0,1100.0,3600.0,3.2727,GSO
Hoa Binh,2001,VNM,21800.0,21800.0,56300.0,2.5826,GSO
Hung Yen,2001,VNM,4500.0,4500.0,15800.0,3.5111,GSO
Khanh Hoa,2001,VNM,5200.0,5200.0,7300.0,1.4038,GSO
Kon Tum,2001,VNM,5900.0,5900.0,19600.0,3.322,GSO
Lai Chau,2001,VNM,32100.0,32100.0,47500.0,1.4798,GSO
Lam Dong,2001,VNM,13200.0,13200.0,42600.0,3.2273,GSO
Lang Son,2001,VNM,13800.0,13800.0,56200.0,4.0725,GSO
Lao Cai,2001,VNM,23500.0,23500.0,44900.0,1.9106,GSO
Long An,2001,VNM,1900.0,1900.0,8900.0,4.6842,GSO
Nam Dinh,2001,VNM,2800.0,2800.0,9200.0,3.2857,GSO
Nghe An,2001,VNM,33900.0,33900.0,90200.0,2.6608,GSO
Ninh Binh,2001,VNM,5100.0,5100.0,15500.0,3.0392,GSO
Ninh Thuan,2001,VNM,10500.0,10500.0,21100.0,2.0095,GSO
Phu Tho,2001,VNM,14900.0,14900.0,48100.0,3.2282,GSO
Phu Yen,2001,VNM,4900.0,4900.0,3500.0,0.7143,GSO
Quang Binh,2001,VNM,3300.0,3300.0,10700.0,3.2424,GSO
Quang Nam,2001,VNM,9700.0,9700.0,35600.0,3.6701,GSO
Quang Ngai,2001,VNM,8400.0,8400.0,30100.0,3.5833,GSO
Quang Ninh,2001,VNM,4600.0,4600.0,12800.0,2.7826,GSO
Quang Tri,2001,VNM,1900.0,1900.0,2900.0,1.5263,GSO
Soc Trang,2001,VNM,2800.0,2800.0,8400.0,3.0,GSO
Son La,2001,VNM,55200.0,55200.0,151600.0,2.7464,GSO
Tay Ninh,2001,VNM,7400.0,7400.0,28900.0,3.9054,GSO
Thai Binh,2001,VNM,4400.0,4400.0,18700.0,4.25,GSO
Thai Nguyen,2001,VNM,9700.0,9700.0,29700.0,3.0619,GSO
Thanh Hoa,2001,VNM,44300.0,44300.0,140000.0,3.1603,GSO
Thua Thien-Hue,2001,VNM,1400.0,1400.0,3400.0,2.4286,GSO
Tien Giang,2001,VNM,2300.0,2300.0,5600.0,2.4348,GSO
Tra Vinh,2001,VNM,2800.0,2800.0,9600.0,3.4286,GSO
Tuyen Quang,2001,VNM,12600.0,12600.0,44700.0,3.5476,GSO
Vinh Long,2001,VNM,700.0,700.0,1300.0,1.8571,GSO
Vinh Phuc,2001,VNM,14900.0,14900.0,48400.0,3.2483,GSO
Yen Bai,2001,VNM,10200.0,10200.0,20600.0,2.0196,GSO
An Giang,2002,VNM,7700.0,7700.0,45500.0,5.9091,GSO
Ba Ria - Vung Tau,2002,VNM,18400.0,18400.0,67500.0,3.6685,GSO
Bac Giang,2002,VNM,6900.0,6900.0,19300.0,2.7971,GSO
Bac Kan,2002,VNM,11100.0,11100.0,27500.0,2.4775,GSO
Bac Lieu,2002,VNM,200.0,200.0,1200.0,6.0,GSO
Bac Ninh,2002,VNM,2200.0,2200.0,6100.0,2.7727,GSO
Ben Tre,2002,VNM,1100.0,1100.0,3400.0,3.0909,GSO
Binh Dinh,2002,VNM,5900.0,5900.0,20900.0,3.5424,GSO
Binh Duong,2002,VNM,1300.0,1300.0,2300.0,1.7692,GSO
Binh Phuoc,2002,VNM,6800.0,6800.0,18900.0,2.7794,GSO
Binh Thuan,2002,VNM,15600.0,15600.0,62700.0,4.0192,GSO
Ca Mau,2002,VNM,500.0,500.0,1900.0,3.8,GSO
Can Tho,2002,VNM,1500.0,1500.0,6200.0,4.1333,GSO
Cao Bang,2002,VNM,32300.0,32300.0,80500.0,2.4923,GSO
Da Nang,2002,VNM,800.0,800.0,4600.0,5.75,GSO
Dak Lak,2002,VNM,90000.0,90000.0,337900.0,3.7544,GSO
Dong Nai,2002,VNM,68500.0,68500.0,246100.0,3.5927,GSO
Dong Thap,2002,VNM,3800.0,3800.0,18000.0,4.7368,GSO
Gia Lai,2002,VNM,36100.0,36100.0,104700.0,2.9003,GSO
Ha Giang,2002,VNM,43800.0,43800.0,85600.0,1.9543,GSO
Ha Nam,2002,VNM,5900.0,5900.0,19800.0,3.3559,GSO
Ha Noi,2002,VNM,24500.0,24500.0,87700.0,3.5796,GSO
Ha Tinh,2002,VNM,2400.0,2400.0,6000.0,2.5,GSO
Hai Duong,2002,VNM,4000.0,4000.0,15900.0,3.975,GSO
Hai Phong,2002,VNM,500.0,500.0,1600.0,3.2,GSO
Ho Chi Minh City,2002,VNM,1200.0,1200.0,3800.0,3.1667,GSO
Hoa Binh,2002,VNM,23800.0,23800.0,60000.0,2.521,GSO
Hung Yen,2002,VNM,4400.0,4400.0,16800.0,3.8182,GSO
Khanh Hoa,2002,VNM,5000.0,5000.0,5000.0,1.0,GSO
Kon Tum,2002,VNM,7200.0,7200.0,24600.0,3.4167,GSO
Lai Chau,2002,VNM,33800.0,33800.0,55000.0,1.6272,GSO
Lam Dong,2002,VNM,15900.0,15900.0,40000.0,2.5157,GSO
Lang Son,2002,VNM,13900.0,13900.0,57400.0,4.1295,GSO
Lao Cai,2002,VNM,24300.0,24300.0,51900.0,2.1358,GSO
Long An,2002,VNM,1300.0,1300.0,5200.0,4.0,GSO
Nam Dinh,2002,VNM,2900.0,2900.0,10100.0,3.4828,GSO
Nghe An,2002,VNM,35500.0,35500.0,100500.0,2.831,GSO
Ninh Binh,2002,VNM,4900.0,4900.0,14900.0,3.0408,GSO
Ninh Thuan,2002,VNM,10300.0,10300.0,19400.0,1.8835,GSO
Phu Tho,2002,VNM,16200.0,16200.0,55000.0,3.3951,GSO
Phu Yen,2002,VNM,5300.0,5300.0,4200.0,0.7925,GSO
Quang Binh,2002,VNM,3200.0,3200.0,11300.0,3.5312,GSO
Quang Nam,2002,VNM,9800.0,9800.0,34600.0,3.5306,GSO
Quang Ngai,2002,VNM,8400.0,8400.0,32700.0,3.8929,GSO
Quang Ninh,2002,VNM,4800.0,4800.0,14200.0,2.9583,GSO
Quang Tri,2002,VNM,2100.0,2100.0,3300.0,1.5714,GSO
Soc Trang,2002,VNM,2500.0,2500.0,7700.0,3.08,GSO
Son La,2002,VNM,64900.0,64900.0,196100.0,3.0216,GSO
Tay Ninh,2002,VNM,6800.0,6800.0,28900.0,4.25,GSO
Thai Binh,2002,VNM,5000.0,5000.0,21000.0,4.2,GSO
Thai Nguyen,2002,VNM,11600.0,11600.0,38000.0,3.2759,GSO
Thanh Hoa,2002,VNM,49500.0,49500.0,155600.0,3.1434,GSO
Thua Thien-Hue,2002,VNM,1400.0,1400.0,3900.0,2.7857,GSO
Tien Giang,2002,VNM,3200.0,3200.0,8300.0,2.5938,GSO
Tra Vinh,2002,VNM,3500.0,3500.0,12600.0,3.6,GSO
Tuyen Quang,2002,VNM,14200.0,14200.0,49900.0,3.5141,GSO
Vinh Long,2002,VNM,1100.0,1100.0,2000.0,1.8182,GSO
Vinh Phuc,2002,VNM,15700.0,15700.0,52800.0,3.3631,GSO
Yen Bai,2002,VNM,10500.0,10500.0,22700.0,2.1619,GSO
An Giang,2003,VNM,9100.0,9100.0,62500.0,6.8681,GSO
Ba Ria - Vung Tau,2003,VNM,18400.0,18400.0,68200.0,3.7065,GSO
Bac Giang,2003,VNM,10300.0,10300.0,29000.0,2.8155,GSO
Bac Kan,2003,VNM,13200.0,13200.0,35000.0,2.6515,GSO
Bac Lieu,2003,VNM,300.0,300.0,1100.0,3.6667,GSO
Bac Ninh,2003,VNM,2300.0,2300.0,6500.0,2.8261,GSO
Ben Tre,2003,VNM,800.0,800.0,2600.0,3.25,GSO
Binh Dinh,2003,VNM,6800.0,6800.0,26600.0,3.9118,GSO
Binh Duong,2003,VNM,1200.0,1200.0,2200.0,1.8333,GSO
Binh Phuoc,2003,VNM,7700.0,7700.0,22700.0,2.9481,GSO
Binh Thuan,2003,VNM,17700.0,17700.0,85400.0,4.8249,GSO
Ca Mau,2003,VNM,500.0,500.0,1500.0,3.0,GSO
Can Tho,2003,VNM,2300.0,2300.0,9600.0,4.1739,GSO
Cao Bang,2003,VNM,33200.0,33200.0,86200.0,2.5964,GSO
Da Nang,2003,VNM,800.0,800.0,4800.0,6.0,GSO
Dak Lak,2003,VNM,113700.0,113700.0,531000.0,4.6702,GSO
Dong Nai,2003,VNM,68900.0,68900.0,269900.0,3.9173,GSO
Dong Thap,2003,VNM,4900.0,4900.0,24100.0,4.9184,GSO
Gia Lai,2003,VNM,45800.0,45800.0,155000.0,3.3843,GSO
Ha Giang,2003,VNM,45100.0,45100.0,88000.0,1.9512,GSO
Ha Nam,2003,VNM,6000.0,6000.0,21100.0,3.5167,GSO
Ha Noi,2003,VNM,24100.0,24100.0,91400.0,3.7925,GSO
Ha Tinh,2003,VNM,4700.0,4700.0,11000.0,2.3404,GSO
Hai Duong,2003,VNM,6500.0,6500.0,28300.0,4.3538,GSO
Hai Phong,2003,VNM,900.0,900.0,4100.0,4.5556,GSO
Ho Chi Minh City,2003,VNM,1400.0,1400.0,4400.0,3.1429,GSO
Hoa Binh,2003,VNM,27900.0,27900.0,74300.0,2.6631,GSO
Hung Yen,2003,VNM,6100.0,6100.0,23600.0,3.8689,GSO
Khanh Hoa,2003,VNM,5100.0,5100.0,8400.0,1.6471,GSO
Kien Giang,2003,VNM,200.0,200.0,400.0,2.0,GSO
Kon Tum,2003,VNM,8100.0,8100.0,29300.0,3.6173,GSO
Lai Chau,2003,VNM,36900.0,36900.0,61100.0,1.6558,GSO
Lam Dong,2003,VNM,16400.0,16400.0,69400.0,4.2317,GSO
Lang Son,2003,VNM,15000.0,15000.0,61700.0,4.1133,GSO
Lao Cai,2003,VNM,24600.0,24600.0,57300.0,2.3293,GSO
Long An,2003,VNM,2400.0,2400.0,10800.0,4.5,GSO
Nam Dinh,2003,VNM,3500.0,3500.0,12600.0,3.6,GSO
Nghe An,2003,VNM,45100.0,45100.0,141600.0,3.1397,GSO
Ninh Binh,2003,VNM,5100.0,5100.0,16800.0,3.2941,GSO
Ninh Thuan,2003,VNM,10900.0,10900.0,27700.0,2.5413,GSO
Phu Tho,2003,VNM,19300.0,19300.0,66500.0,3.4456,GSO
Phu Yen,2003,VNM,5600.0,5600.0,8900.0,1.5893,GSO
Quang Binh,2003,VNM,3100.0,3100.0,11500.0,3.7097,GSO
