region_name,year,country,planted_ha,harvested_ha,production_ton,yield_ton_ha,data_source
Quang Nam,2003,VNM,10600.0,10600.0,41500.0,3.9151,GSO
Quang Ngai,2003,VNM,8500.0,8500.0,35900.0,4.2235,GSO
Quang Ninh,2003,VNM,5200.0,5200.0,16300.0,3.1346,GSO
Quang Tri,2003,VNM,2300.0,2300.0,3600.0,1.5652,GSO
Soc Trang,2003,VNM,1800.0,1800.0,5600.0,3.1111,GSO
Son La,2003,VNM,64600.0,64600.0,200900.0,3.1099,GSO
Tay Ninh,2003,VNM,8100.0,8100.0,34100.0,4.2099,GSO
Thai Binh,2003,VNM,7300.0,7300.0,33700.0,4.6164,GSO
Thai Nguyen,2003,VNM,13400.0,13400.0,43700.0,3.2612,GSO
Thanh Hoa,2003,VNM,54100.0,54100.0,188400.0,3.4824,GSO
Thua Thien-Hue,2003,VNM,1300.0,1300.0,3900.0,3.0,GSO
Tien Giang,2003,VNM,3200.0,3200.0,8600.0,2.6875,GSO
Tra Vinh,2003,VNM,5200.0,5200.0,21400.0,4.1154,GSO
Tuyen Quang,2003,VNM,14100.0,14100.0,53000.0,3.7589,GSO
Vinh Long,2003,VNM,900.0,900.0,1800.0,2.0,GSO
Vinh Phuc,2003,VNM,18700.0,18700.0,63500.0,3.3957,GSO
Yen Bai,2003,VNM,11500.0,11500.0,26300.0,2.287,GSO
An Giang,2004,VNM,9600.0,9600.0,72300.0,7.5312,GSO
Ba Ria - Vung Tau,2004,VNM,18500.0,18500.0,72200.0,3.9027,GSO
Bac Giang,2004,VNM,13800.0,13800.0,45700.0,3.3116,GSO
Bac Kan,2004,VNM,13600.0,13600.0,36200.0,2.6618,GSO
Bac Lieu,2004,VNM,400.0,400.0,2300.0,5.75,GSO
Bac Ninh,2004,VNM,2400.0,2400.0,7600.0,3.1667,GSO
Ben Tre,2004,VNM,800.0,800.0,2800.0,3.5,GSO
Binh Dinh,2004,VNM,7200.0,7200.0,28600.0,3.9722,GSO
Binh Duong,2004,VNM,1100.0,1100.0,2200.0,2.0,GSO
Binh Phuoc,2004,VNM,7100.0,7100.0,20900.0,2.9437,GSO
Binh Thuan,2004,VNM,19100.0,19100.0,87900.0,4.6021,GSO
Ca Mau,2004,VNM,200.0,200.0,600.0,3.0,GSO
Can Tho,2004,VNM,700.0,700.0,3300.0,4.7143,GSO
Cao Bang,2004,VNM,34400.0,34400.0,88900.0,2.5843,GSO
Da Nang,2004,VNM,800.0,800.0,4600.0,5.75,GSO
Dak Lak,2004,VNM,113500.0,113500.0,422300.0,3.7207,GSO
Dak Nong,2004,VNM,18400.0,18400.0,74800.0,4.0652,GSO
Dien Bien,2004,VNM,24600.0,24600.0,47500.0,1.9309,GSO
Dong Nai,2004,VNM,65500.0,65500.0,256300.0,3.913,GSO
Dong Thap,2004,VNM,4700.0,4700.0,29400.0,6.2553,GSO
Gia Lai,2004,VNM,52400.0,52400.0,155500.0,2.9676,GSO
Ha Giang,2004,VNM,43700.0,43700.0,89500.0,2.0481,GSO
Ha Nam,2004,VNM,5600.0,5600.0,22700.0,4.0536,GSO
Ha Noi,2004,VNM,23000.0,23000.0,91800.0,3.9913,GSO
Ha Tinh,2004,VNM,9100.0,9100.0,28600.0,3.1429,GSO
Hai Duong,2004,VNM,5600.0,5600.0,24700.0,4.4107,GSO
Hai Phong,2004,VNM,1600.0,1600.0,7400.0,4.625,GSO
Hau Giang,2004,VNM,2300.0,2300.0,10100.0,4.3913,GSO
Ho Chi Minh City,2004,VNM,900.0,900.0,3100.0,3.4444,GSO
Hoa Binh,2004,VNM,30300.0,30300.0,95500.0,3.1518,GSO
Hung Yen,2004,VNM,6700.0,6700.0,28400.0,4.2388,GSO
Khanh Hoa,2004,VNM,5000.0,5000.0,7600.0,1.52,GSO
Kien Giang,2004,VNM,100.0,100.0,200.0,2.0,GSO
Kon Tum,2004,VNM,8700.0,8700.0,31300.0,3.5977,GSO
Lai Chau,2004,VNM,15000.0,15000.0,23000.0,1.5333,GSO
Lam Dong,2004,VNM,16200.0,16200.0,65900.0,4.0679,GSO
Lang Son,2004,VNM,17600.0,17600.0,74100.0,4.2102,GSO
Lao Cai,2004,VNM,23900.0,23900.0,61000.0,2.5523,GSO
Long An,2004,VNM,2200.0,2200.0,10000.0,4.5455,GSO
Nam Dinh,2004,VNM,4100.0,4100.0,15600.0,3.8049,GSO
Nghe An,2004,VNM,60300.0,60300.0,217300.0,3.6036,GSO
Ninh Binh,2004,VNM,5000.0,5000.0,17600.0,3.52,GSO
Ninh Thuan,2004,VNM,12300.0,12300.0,27700.0,2.252,GSO
Phu Tho,2004,VNM,20100.0,20100.0,71700.0,3.5672,GSO
Phu Yen,2004,VNM,5800.0,5800.0,10900.0,1.8793,GSO
Quang Binh,2004,VNM,3900.0,3900.0,16400.0,4.2051,GSO
Quang Nam,2004,VNM,10700.0,10700.0,42900.0,4.0093,GSO
Quang Ngai,2004,VNM,9500.0,9500.0,42300.0,4.4526,GSO
Quang Ninh,2004,VNM,5800.0,5800.0,19300.0,3.3276,GSO
Quang Tri,2004,VNM,2600.0,2600.0,5200.0,2.0,GSO
Soc Trang,2004,VNM,2600.0,2600.0,8900.0,3.4231,GSO
Son La,2004,VNM,68200.0,68200.0,217800.0,3.1935,GSO
Tay Ninh,2004,VNM,6700.0,6700.0,29400.0,4.3881,GSO
Thai Binh,2004,VNM,11300.0,11300.0,55400.0,4.9027,GSO
Thai Nguyen,2004,VNM,15900.0,15900.0,54600.0,3.434,GSO
Thanh Hoa,2004,VNM,63700.0,63700.0,245900.0,3.8603,GSO
Thua Thien-Hue,2004,VNM,1400.0,1400.0,4200.0,3.0,GSO
Tien Giang,2004,VNM,3100.0,3100.0,9700.0,3.129,GSO
Tra Vinh,2004,VNM,5000.0,5000.0,21200.0,4.24,GSO
Tuyen Quang,2004,VNM,14300.0,14300.0,56100.0,3.9231,GSO
Vinh Long,2004,VNM,800.0,800.0,1500.0,1.875,GSO
Vinh Phuc,2004,VNM,18700.0,18700.0,72200.0,3.861,GSO
Yen Bai,2004,VNM,13000.0,13000.0,30300.0,2.3308,GSO
An Giang,2005,VNM,9800.0,9800.0,76800.0,7.8367,GSO
Ba Ria - Vung Tau,2005,VNM,18400.0,18400.0,74300.0,4.038,GSO
Bac Giang,2005,VNM,13300.0,13300.0,44300.0,3.3308,GSO
Bac Kan,2005,VNM,14600.0,14600.0,39800.0,2.726,GSO
Bac Lieu,2005,VNM,500.0,500.0,2100.0,4.2,GSO
Bac Ninh,2005,VNM,2400.0,2400.0,6800.0,2.8333,GSO
Ben Tre,2005,VNM,800.0,800.0,2900.0,3.625,GSO
Binh Dinh,2005,VNM,7600.0,7600.0,33600.0,4.4211,GSO
Binh Duong,2005,VNM,1000.0,1000.0,2000.0,2.0,GSO
Binh Phuoc,2005,VNM,7600.0,7600.0,24200.0,3.1842,GSO
Binh Thuan,2005,VNM,22600.0,22600.0,93200.0,4.1239,GSO
Ca Mau,2005,VNM,200.0,200.0,700.0,3.5,GSO
Can Tho,2005,VNM,800.0,800.0,4000.0,5.0,GSO
Cao Bang,2005,VNM,35200.0,35200.0,96100.0,2.7301,GSO
Da Nang,2005,VNM,800.0,800.0,4200.0,5.25,GSO
Dak Lak,2005,VNM,126500.0,126500.0,510100.0,4.0324,GSO
Dak Nong,2005,VNM,26100.0,26100.0,143800.0,5.5096,GSO
Dien Bien,2005,VNM,25500.0,25500.0,49100.0,1.9255,GSO
Dong Nai,2005,VNM,59800.0,59800.0,294300.0,4.9214,GSO
Dong Thap,2005,VNM,5600.0,5600.0,35800.0,6.3929,GSO
Gia Lai,2005,VNM,56000.0,56000.0,190700.0,3.4054,GSO
Ha Giang,2005,VNM,44000.0,44000.0,92600.0,2.1045,GSO
Ha Nam,2005,VNM,6400.0,6400.0,26900.0,4.2031,GSO
Ha Noi,2005,VNM,22600.0,22600.0,89400.0,3.9558,GSO
Ha Tinh,2005,VNM,11100.0,11100.0,32700.0,2.9459,GSO
Hai Duong,2005,VNM,5100.0,5100.0,22900.0,4.4902,GSO
Hai Phong,2005,VNM,1600.0,1600.0,7600.0,4.75,GSO
Hau Giang,2005,VNM,1800.0,1800.0,7800.0,4.3333,GSO
Ho Chi Minh City,2005,VNM,1000.0,1000.0,3300.0,3.3,GSO
Hoa Binh,2005,VNM,33800.0,33800.0,96900.0,2.8669,GSO
Hung Yen,2005,VNM,6900.0,6900.0,30300.0,4.3913,GSO
Khanh Hoa,2005,VNM,5200.0,5200.0,7700.0,1.4808,GSO
Kon Tum,2005,VNM,9700.0,9700.0,32300.0,3.3299,GSO
Lai Chau,2005,VNM,16000.0,16000.0,28900.0,1.8062,GSO
Lam Dong,2005,VNM,18300.0,18300.0,86200.0,4.7104,GSO
Lang Son,2005,VNM,18400.0,18400.0,79800.0,4.337,GSO
Lao Cai,2005,VNM,24700.0,24700.0,64600.0,2.6154,GSO
Long An,2005,VNM,3200.0,3200.0,14500.0,4.5312,GSO
Nam Dinh,2005,VNM,4700.0,4700.0,18700.0,3.9787,GSO
Nghe An,2005,VNM,64400.0,64400.0,218600.0,3.3944,GSO
Ninh Binh,2005,VNM,5700.0,5700.0,18200.0,3.193,GSO
Ninh Thuan,2005,VNM,13300.0,13300.0,36700.0,2.7594,GSO
Phu Tho,2005,VNM,20300.0,20300.0,74800.0,3.6847,GSO
Phu Yen,2005,VNM,6200.0,6200.0,12800.0,2.0645,GSO
Quang Binh,2005,VNM,4100.0,4100.0,14800.0,3.6098,GSO
Quang Nam,2005,VNM,10500.0,10500.0,43800.0,4.1714,GSO
Quang Ngai,2005,VNM,9800.0,9800.0,46600.0,4.7551,GSO
Quang Ninh,2005,VNM,6400.0,6400.0,22100.0,3.4531,GSO
Quang Tri,2005,VNM,2900.0,2900.0,5800.0,2.0,GSO
Soc Trang,2005,VNM,2800.0,2800.0,9500.0,3.3929,GSO
Son La,2005,VNM,80900.0,80900.0,228000.0,2.8183,GSO
Tay Ninh,2005,VNM,7900.0,7900.0,36700.0,4.6456,GSO
Thai Binh,2005,VNM,10000.0,10000.0,51700.0,5.17,GSO
Thai Nguyen,2005,VNM,15900.0,15900.0,55100.0,3.4654,GSO
Thanh Hoa,2005,VNM,65300.0,65300.0,244200.0,3.7397,GSO
Thua Thien-Hue,2005,VNM,1800.0,1800.0,5100.0,2.8333,GSO
Tien Giang,2005,VNM,3400.0,3400.0,10800.0,3.1765,GSO
Tra Vinh,2005,VNM,5200.0,5200.0,23300.0,4.4808,GSO
Tuyen Quang,2005,VNM,14700.0,14700.0,59900.0,4.0748,GSO
Vinh Long,2005,VNM,800.0,800.0,1500.0,1.875,GSO
Vinh Phuc,2005,VNM,16500.0,16500.0,61800.0,3.7455,GSO
Yen Bai,2005,VNM,14200.0,14200.0,33400.0,2.3521,GSO
An Giang,2006,VNM,10000.0,10000.0,76000.0,7.6,GSO
Ba Ria - Vung Tau,2006,VNM,19000.0,19000.0,78100.0,4.1105,GSO
Bac Giang,2006,VNM,13800.0,13800.0,42900.0,3.1087,GSO
Bac Kan,2006,VNM,14200.0,14200.0,35300.0,2.4859,GSO
Bac Lieu,2006,VNM,500.0,500.0,2100.0,4.2,GSO
Bac Ninh,2006,VNM,2300.0,2300.0,7300.0,3.1739,GSO
Ben Tre,2006,VNM,700.0,700.0,1900.0,2.7143,GSO
Binh Dinh,2006,VNM,7800.0,7800.0,36700.0,4.7051,GSO
Binh Duong,2006,VNM,800.0,800.0,1600.0,2.0,GSO
Binh Phuoc,2006,VNM,7000.0,7000.0,21800.0,3.1143,GSO
Binh Thuan,2006,VNM,19800.0,19800.0,101200.0,5.1111,GSO
Ca Mau,2006,VNM,200.0,200.0,700.0,3.5,GSO
Can Tho,2006,VNM,800.0,800.0,3800.0,4.75,GSO
Cao Bang,2006,VNM,35400.0,35400.0,80300.0,2.2684,GSO
Da Nang,2006,VNM,800.0,800.0,4700.0,5.875,GSO
Dak Lak,2006,VNM,117200.0,117200.0,544000.0,4.6416,GSO
Dak Nong,2006,VNM,27500.0,27500.0,160400.0,5.8327,GSO
Dien Bien,2006,VNM,26400.0,26400.0,52300.0,1.9811,GSO
Dong Nai,2006,VNM,56700.0,56700.0,288000.0,5.0794,GSO
Dong Thap,2006,VNM,5000.0,5000.0,36100.0,7.22,GSO
Gia Lai,2006,VNM,54300.0,54300.0,196400.0,3.6169,GSO
Ha Giang,2006,VNM,43300.0,43300.0,90700.0,2.0947,GSO
Ha Nam,2006,VNM,6600.0,6600.0,30300.0,4.5909,GSO
Ha Noi,2006,VNM,21200.0,21200.0,84400.0,3.9811,GSO
Ha Tinh,2006,VNM,7800.0,7800.0,19000.0,2.4359,GSO
Hai Duong,2006,VNM,4300.0,4300.0,19000.0,4.4186,GSO
Hai Phong,2006,VNM,1400.0,1400.0,6300.0,4.5,GSO
Hau Giang,2006,VNM,1300.0,1300.0,6000.0,4.6154,GSO
Ho Chi Minh City,2006,VNM,1200.0,1200.0,4100.0,3.4167,GSO
Hoa Binh,2006,VNM,32200.0,32200.0,107500.0,3.3385,GSO
Hung Yen,2006,VNM,7300.0,7300.0,33200.0,4.5479,GSO
Khanh Hoa,2006,VNM,5600.0,5600.0,9800.0,1.75,GSO
Kon Tum,2006,VNM,9200.0,9200.0,30200.0,3.2826,GSO
Lai Chau,2006,VNM,17000.0,17000.0,32100.0,1.8882,GSO
Lam Dong,2006,VNM,19400.0,19400.0,83300.0,4.2938,GSO
Lang Son,2006,VNM,17700.0,17700.0,70200.0,3.9661,GSO
Lao Cai,2006,VNM,25100.0,25100.0,65900.0,2.6255,GSO
Long An,2006,VNM,4600.0,4600.0,22300.0,4.8478,GSO
Nam Dinh,2006,VNM,5100.0,5100.0,19700.0,3.8627,GSO
Nghe An,2006,VNM,67100.0,67100.0,232500.0,3.465,GSO
Ninh Binh,2006,VNM,5900.0,5900.0,19400.0,3.2881,GSO
Ninh Thuan,2006,VNM,13500.0,13500.0,38800.0,2.8741,GSO
Phu Tho,2006,VNM,18000.0,18000.0,65800.0,3.6556,GSO
Phu Yen,2006,VNM,6900.0,6900.0,16200.0,2.3478,GSO
Quang Binh,2006,VNM,4700.0,4700.0,18900.0,4.0213,GSO
Quang Nam,2006,VNM,11600.0,11600.0,48300.0,4.1638,GSO
Quang Ngai,2006,VNM,10200.0,10200.0,50200.0,4.9216,GSO
Quang Ninh,2006,VNM,6100.0,6100.0,18300.0,3.0,GSO
Quang Tri,2006,VNM,3000.0,3000.0,6200.0,2.0667,GSO
Soc Trang,2006,VNM,2800.0,2800.0,9400.0,3.3571,GSO
Son La,2006,VNM,82400.0,82400.0,269000.0,3.2646,GSO
Tay Ninh,2006,VNM,7800.0,7800.0,35000.0,4.4872,GSO
Thai Binh,2006,VNM,8300.0,8300.0,42500.0,5.1205,GSO
Thai Nguyen,2006,VNM,15300.0,15300.0,53900.0,3.5229,GSO
Thanh Hoa,2006,VNM,63800.0,63800.0,233000.0,3.652,GSO
Thua Thien-Hue,2006,VNM,1800.0,1800.0,7200.0,4.0,GSO
Tien Giang,2006,VNM,1500.0,1500.0,4800.0,3.2,GSO
Tra Vinh,2006,VNM,5400.0,5400.0,23900.0,4.4259,GSO
Tuyen Quang,2006,VNM,14500.0,14500.0,56200.0,3.8759,GSO
Vinh Long,2006,VNM,900.0,900.0,1700.0,1.8889,GSO
Vinh Phuc,2006,VNM,16800.0,16800.0,62700.0,3.7321,GSO
Yen Bai,2006,VNM,14300.0,14300.0,35000.0,2.4476,GSO
An Giang,2007,VNM,10500.0,10500.0,80100.0,7.6286,GSO
Ba Ria - Vung Tau,2007,VNM,19300.0,19300.0,80300.0,4.1606,GSO
Bac Giang,2007,VNM,14200.0,14200.0,49700.0,3.5,GSO
Bac Kan,2007,VNM,16100.0,16100.0,55600.0,3.4534,GSO
Bac Lieu,2007,VNM,200.0,200.0,900.0,4.5,GSO
Bac Ninh,2007,VNM,2500.0,2500.0,9000.0,3.6,GSO
Ben Tre,2007,VNM,700.0,700.0,2300.0,3.2857,GSO
Binh Dinh,2007,VNM,7800.0,7800.0,38800.0,4.9744,GSO
Binh Duong,2007,VNM,600.0,600.0,1300.0,2.1667,GSO
Binh Phuoc,2007,VNM,6300.0,6300.0,20300.0,3.2222,GSO
Binh Thuan,2007,VNM,19800.0,19800.0,104700.0,5.2879,GSO
Ca Mau,2007,VNM,200.0,200.0,500.0,2.5,GSO
Can Tho,2007,VNM,900.0,900.0,4400.0,4.8889,GSO
Cao Bang,2007,VNM,37200.0,37200.0,109100.0,2.9328,GSO
Da Nang,2007,VNM,800.0,800.0,4600.0,5.75,GSO
Dak Lak,2007,VNM,118400.0,118400.0,558100.0,4.7137,GSO
Dak Nong,2007,VNM,31000.0,31000.0,176800.0,5.7032,GSO
Dien Bien,2007,VNM,27300.0,27300.0,56500.0,2.0696,GSO
Dong Nai,2007,VNM,58200.0,58200.0,308900.0,5.3076,GSO
Dong Thap,2007,VNM,4500.0,4500.0,32400.0,7.2,GSO
Gia Lai,2007,VNM,57600.0,57600.0,204300.0,3.5469,GSO
Ha Giang,2007,VNM,43300.0,43300.0,90700.0,2.0947,GSO
Ha Nam,2007,VNM,7700.0,7700.0,36400.0,4.7273,GSO
Ha Noi,2007,VNM,22300.0,22300.0,90300.0,4.0493,GSO
Ha Tinh,2007,VNM,8600.0,8600.0,24400.0,2.8372,GSO
Hai Duong,2007,VNM,4500.0,4500.0,20600.0,4.5778,GSO
Hai Phong,2007,VNM,1600.0,1600.0,7900.0,4.9375,GSO
Hau Giang,2007,VNM,1600.0,1600.0,7700.0,4.8125,GSO
Ho Chi Minh City,2007,VNM,1100.0,1100.0,3700.0,3.3636,GSO
Hoa Binh,2007,VNM,34000.0,34000.0,123700.0,3.6382,GSO
Hung Yen,2007,VNM,9200.0,9200.0,44000.0,4.7826,GSO
Khanh Hoa,2007,VNM,5900.0,5900.0,11400.0,1.9322,GSO
Kon Tum,2007,VNM,8700.0,8700.0,30400.0,3.4943,GSO
Lai Chau,2007,VNM,17800.0,17800.0,37500.0,2.1067,GSO
Lam Dong,2007,VNM,19900.0,19900.0,87300.0,4.3869,GSO
Lang Son,2007,VNM,19100.0,19100.0,89000.0,4.6597,GSO
Lao Cai,2007,VNM,26600.0,26600.0,75800.0,2.8496,GSO
Long An,2007,VNM,4600.0,4600.0,26600.0,5.7826,GSO
Nam Dinh,2007,VNM,4100.0,4100.0,17100.0,4.1707,GSO
Nghe An,2007,VNM,59600.0,59600.0,206900.0,3.4715,GSO
Ninh Binh,2007,VNM,8400.0,8400.0,28500.0,3.3929,GSO
Ninh Thuan,2007,VNM,14200.0,14200.0,41300.0,2.9085,GSO
Phu Tho,2007,VNM,21600.0,21600.0,82200.0,3.8056,GSO
Phu Yen,2007,VNM,5800.0,5800.0,15400.0,2.6552,GSO
Quang Binh,2007,VNM,4800.0,4800.0,18900.0,3.9375,GSO
Quang Nam,2007,VNM,11700.0,11700.0,51200.0,4.3761,GSO
Quang Ngai,2007,VNM,10600.0,10600.0,52900.0,4.9906,GSO
Quang Ninh,2007,VNM,6300.0,6300.0,21200.0,3.3651,GSO
Quang Tri,2007,VNM,3200.0,3200.0,6600.0,2.0625,GSO
Soc Trang,2007,VNM,2900.0,2900.0,9600.0,3.3103,GSO
Son La,2007,VNM,117800.0,117800.0,444000.0,3.7691,GSO
Tay Ninh,2007,VNM,7100.0,7100.0,33700.0,4.7465,GSO
Thai Binh,2007,VNM,9200.0,9200.0,48000.0,5.2174,GSO
Thai Nguyen,2007,VNM,17800.0,17800.0,74800.0,4.2022,GSO
Thanh Hoa,2007,VNM,59400.0,59400.0,234500.0,3.9478,GSO
Thua Thien-Hue,2007,VNM,1700.0,1700.0,6500.0,3.8235,GSO
Tien Giang,2007,VNM,4200.0,4200.0,13400.0,3.1905,GSO
Tra Vinh,2007,VNM,5400.0,5400.0,23800.0,4.4074,GSO
Tuyen Quang,2007,VNM,17700.0,17700.0,73200.0,4.1356,GSO
Vinh Long,2007,VNM,1000.0,1000.0,2000.0,2.0,GSO
Vinh Phuc,2007,VNM,15200.0,15200.0,51600.0,3.3947,GSO
Yen Bai,2007,VNM,15800.0,15800.0,39900.0,2.5253,GSO
An Giang,2008,VNM,11500.0,11500.0,85600.0,7.4435,GSO
Ba Ria - Vung Tau,2008,VNM,18900.0,18900.0,80300.0,4.2487,GSO
Bac Giang,2008,VNM,15600.0,15600.0,51000.0,3.2692,GSO
Bac Kan,2008,VNM,16700.0,16700.0,58400.0,3.497,GSO
Bac Lieu,2008,VNM,200.0,200.0,700.0,3.5,GSO
Bac Ninh,2008,VNM,2500.0,2500.0,9800.0,3.92,GSO
Ben Tre,2008,VNM,700.0,700.0,2100.0,3.0,GSO
Binh Dinh,2008,VNM,8200.0,8200.0,41800.0,5.0976,GSO
Binh Duong,2008,VNM,600.0,600.0,1200.0,2.0,GSO
Binh Phuoc,2008,VNM,5600.0,5600.0,18300.0,3.2679,GSO
Binh Thuan,2008,VNM,18400.0,18400.0,100300.0,5.4511,GSO
Ca Mau,2008,VNM,200.0,200.0,500.0,2.5,GSO
Can Tho,2008,VNM,1000.0,1000.0,5000.0,5.0,GSO
Cao Bang,2008,VNM,38400.0,38400.0,112700.0,2.9349,GSO
Da Nang,2008,VNM,900.0,900.0,4700.0,5.2222,GSO
Dak Lak,2008,VNM,117900.0,117900.0,578100.0,4.9033,GSO
Dak Nong,2008,VNM,33900.0,33900.0,205000.0,6.0472,GSO
Dien Bien,2008,VNM,28900.0,28900.0,64300.0,2.2249,GSO
Dong Nai,2008,VNM,56700.0,56700.0,314500.0,5.5467,GSO
Dong Thap,2008,VNM,5100.0,5100.0,38800.0,7.6078,GSO
Gia Lai,2008,VNM,55400.0,55400.0,194200.0,3.5054,GSO
Ha Giang,2008,VNM,46400.0,46400.0,111700.0,2.4073,GSO
Ha Nam,2008,VNM,8400.0,8400.0,40500.0,4.8214,GSO
Ha Noi,2008,VNM,25900.0,25900.0,111000.0,4.2857,GSO
Ha Noi,2008,VNM,25900.0,25900.0,111000.0,4.2857,GSO
Ha Tinh,2008,VNM,9800.0,9800.0,24400.0,2.4898,GSO
Hai Duong,2008,VNM,4400.0,4400.0,21500.0,4.8864,GSO
Hai Phong,2008,VNM,1900.0,1900.0,9600.0,5.0526,GSO
Hau Giang,2008,VNM,2100.0,2100.0,9000.0,4.2857,GSO
Ho Chi Minh City,2008,VNM,700.0,700.0,2500.0,3.5714,GSO
Hoa Binh,2008,VNM,35900.0,35900.0,141100.0,3.9304,GSO
Hung Yen,2008,VNM,9200.0,9200.0,47200.0,5.1304,GSO
Khanh Hoa,2008,VNM,5700.0,5700.0,10400.0,1.8246,GSO
Kon Tum,2008,VNM,8000.0,8000.0,28200.0,3.525,GSO
Lai Chau,2008,VNM,18200.0,18200.0,40200.0,2.2088,GSO
Lam Dong,2008,VNM,18400.0,18400.0,73700.0,4.0054,GSO
Lang Son,2008,VNM,20700.0,20700.0,94900.0,4.5845,GSO
Lao Cai,2008,VNM,28800.0,28800.0,80700.0,2.8021,GSO
Long An,2008,VNM,5100.0,5100.0,27600.0,5.4118,GSO
Nam Dinh,2008,VNM,4600.0,4600.0,19100.0,4.1522,GSO
Nghe An,2008,VNM,61400.0,61400.0,223300.0,3.6368,GSO
Ninh Binh,2008,VNM,6900.0,6900.0,24100.0,3.4928,GSO
Ninh Thuan,2008,VNM,14700.0,14700.0,47600.0,3.2381,GSO
Phu Tho,2008,VNM,23100.0,23100.0,89500.0,3.8745,GSO
Phu Yen,2008,VNM,6400.0,6400.0,17500.0,2.7344,GSO
Quang Binh,2008,VNM,5100.0,5100.0,21100.0,4.1373,GSO
Quang Nam,2008,VNM,12300.0,12300.0,54100.0,4.3984,GSO
Quang Ngai,2008,VNM,10600.0,10600.0,53600.0,5.0566,GSO
Quang Ninh,2008,VNM,6800.0,6800.0,23800.0,3.5,GSO
Quang Tri,2008,VNM,3800.0,3800.0,7900.0,2.0789,GSO
Soc Trang,2008,VNM,3700.0,3700.0,13400.0,3.6216,GSO
Son La,2008,VNM,132300.0,132300.0,503500.0,3.8057,GSO
Tay Ninh,2008,VNM,6300.0,6300.0,30900.0,4.9048,GSO
Thai Binh,2008,VNM,9300.0,9300.0,49000.0,5.2688,GSO
Thai Nguyen,2008,VNM,20600.0,20600.0,84600.0,4.1068,GSO
Thanh Hoa,2008,VNM,60700.0,60700.0,231400.0,3.8122,GSO
Thua Thien-Hue,2008,VNM,1600.0,1600.0,5300.0,3.3125,GSO
Tien Giang,2008,VNM,4600.0,4600.0,15400.0,3.3478,GSO
Tra Vinh,2008,VNM,5300.0,5300.0,28700.0,5.4151,GSO
Tuyen Quang,2008,VNM,16200.0,16200.0,66700.0,4.1173,GSO
Vinh Long,2008,VNM,1100.0,1100.0,2200.0,2.0,GSO
Vinh Phuc,2008,VNM,18500.0,18500.0,73500.0,3.973,GSO
Yen Bai,2008,VNM,17400.0,17400.0,45300.0,2.6034,GSO
An Giang,2009,VNM,9200.0,9200.0,65100.0,7.0761,GSO
Ba Ria - Vung Tau,2009,VNM,18900.0,18900.0,81000.0,4.2857,GSO
Bac Giang,2009,VNM,12000.0,12000.0,40900.0,3.4083,GSO
Bac Kan,2009,VNM,16000.0,16000.0,55700.0,3.4812,GSO
Bac Lieu,2009,VNM,100.0,100.0,700.0,7.0,GSO
Bac Ninh,2009,VNM,2400.0,2400.0,8800.0,3.6667,GSO
Ben Tre,2009,VNM,900.0,900.0,3100.0,3.4444,GSO
Binh Dinh,2009,VNM,7900.0,7900.0,38500.0,4.8734,GSO
Binh Duong,2009,VNM,500.0,500.0,1200.0,2.4,GSO
Binh Phuoc,2009,VNM,7400.0,7400.0,23300.0,3.1486,GSO
Binh Thuan,2009,VNM,19200.0,19200.0,107200.0,5.5833,GSO
Ca Mau,2009,VNM,200.0,200.0,700.0,3.5,GSO
Can Tho,2009,VNM,1100.0,1100.0,5100.0,4.6364,GSO
Cao Bang,2009,VNM,37200.0,37200.0,109700.0,2.9489,GSO
Da Nang,2009,VNM,900.0,900.0,4900.0,5.4444,GSO
Dak Lak,2009,VNM,121800.0,121800.0,565900.0,4.6461,GSO
Dak Nong,2009,VNM,38500.0,38500.0,236700.0,6.1481,GSO
Dien Bien,2009,VNM,29500.0,29500.0,66800.0,2.2644,GSO
Dong Nai,2009,VNM,54400.0,54400.0,313900.0,5.7702,GSO
Dong Thap,2009,VNM,4200.0,4200.0,31100.0,7.4048,GSO
Gia Lai,2009,VNM,57200.0,57200.0,208400.0,3.6434,GSO
Ha Giang,2009,VNM,46800.0,46800.0,122500.0,2.6175,GSO
Ha Nam,2009,VNM,6100.0,6100.0,28900.0,4.7377,GSO
Ha Noi,2009,VNM,18400.0,18400.0,75100.0,4.0815,GSO
Ha Noi,2009,VNM,18400.0,18400.0,75100.0,4.0815,GSO
Ha Tinh,2009,VNM,6500.0,6500.0,19000.0,2.9231,GSO
Hai Duong,2009,VNM,3900.0,3900.0,19300.0,4.9487,GSO
Hai Phong,2009,VNM,1900.0,1900.0,10100.0,5.3158,GSO
Hau Giang,2009,VNM,2000.0,2000.0,9700.0,4.85,GSO
Ho Chi Minh City,2009,VNM,1200.0,1200.0,4100.0,3.4167,GSO
Hoa Binh,2009,VNM,34000.0,34000.0,132900.0,3.9088,GSO
Hung Yen,2009,VNM,6900.0,6900.0,35300.0,5.1159,GSO
Khanh Hoa,2009,VNM,6000.0,6000.0,11900.0,1.9833,GSO
Kien Giang,2009,VNM,100.0,100.0,200.0,2.0,GSO
Kon Tum,2009,VNM,8200.0,8200.0,28400.0,3.4634,GSO
Lai Chau,2009,VNM,18700.0,18700.0,43200.0,2.3102,GSO
Lam Dong,2009,VNM,17900.0,17900.0,77800.0,4.3464,GSO
Lang Son,2009,VNM,20200.0,20200.0,93400.0,4.6238,GSO
