ADM1_CODE,ADM1_NAME,country,year,date,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b04,sur_refl_b05,sur_refl_b06,sur_refl_b07,ndvi,evi,LST_Day_1km,LST_Night_1km
2851,Amnat Charoen,THA,2021,2021-01-01,0.0907369339439709,0.25890566601794446,0.042397345612637444,0.07287538737636119,0.32800674790809775,0.2759177667973415,0.15757526517710918,0.48514688304544706,0.7030532505454719,30.292686709367658,14.718786911648877
2883,Nong Bua Lamphu,THA,2021,2021-01-01,0.09056872718816733,0.2562179102569031,0.043559147862203794,0.07537679740919224,0.3195993554153299,0.268278898287864,0.15630029163301257,0.47257781504384927,0.7585402088242145,31.819775948293294,13.283432544779352
2888,Phachinburi,THA,2021,2021-01-01,0.05877494648137099,0.25790088582490484,0.0317108004940811,0.05800516336787397,0.282977007146429,0.2026810331152087,0.10366653272107774,0.6309715945425374,0.6728234535693837,29.957046985122012,18.699216248871185
2904,Sa Kaeo,THA,2021,2021-01-01,0.06540770822600778,0.2579091729625642,0.032952056010044785,0.06062888638343169,0.2896757738598204,0.2178231046977888,0.11669204751282929,0.604796013102688,0.6690447648123551,30.97203602535504,18.450748167226934
2921,Ubon Ratchathani,THA,2021,2021-01-01,0.08196995712685394,0.25611232782491633,0.039599402897511515,0.06947166339587194,0.3158328064709371,0.2598365837491228,0.14602917314333697,0.5158804511119613,0.7310792281739383,31.02310323253574,15.720841259065795
2922,Udon Thani,THA,2021,2021-01-01,0.09437029712723448,0.2644543287469507,0.04536452929925094,0.07719614131240111,0.33077658374987323,0.2826205399856797,0.17079142774234982,0.48028762524741786,0.9942329064155173,31.844373385909037,12.85292714786399
2852,Ang Thong,THA,2021,2021-01-01,0.08226357252595688,0.25263670161684293,0.04700207263358921,0.0790908490956433,0.269736877268755,0.21420410260745265,0.12234796457080276,0.5081254404332016,0.5239316648281188,31.52200818201749,18.300919258113968
2853,Bangkok,THA,2021,2021-01-01,0.0849595566904177,0.2255552531405682,0.05752964390272516,0.08554287222100333,0.23143605603543532,0.18941459498899418,0.12770058673504875,0.4379204649083166,0.45702246673515756,34.13436145231888,21.37610311889073
2854,Buriram,THA,2021,2021-01-01,0.09238622991178758,0.25793097705385,0.04386082416529906,0.0765155750825678,0.3169753361550442,0.27397783059154823,0.16320024699171787,0.4773917032956118,0.8595372653260709,32.049692506897905,16.206573752478562
2855,Chachoengsao,THA,2021,2021-01-01,0.05494888030145588,0.25163306997203116,0.029222692474264567,0.05694073545840179,0.26363672588107495,0.1848416112843201,0.09232421450003175,0.6326390124533319,0.571119631991239,30.535675559991823,18.827551772421305
2856,Chainat,THA,2021,2021-01-01,0.09406384450202693,0.256488414884857,0.05173749472582139,0.08318550092290873,0.2971938781836913,0.2552668212733337,0.15645104323922424,0.46408601392576593,0.5291056558062774,34.934505073403834,15.594406770795198
2857,Chaiyaphum,THA,2021,2021-01-01,0.08046309709931213,0.2604094967406069,0.039067690467087475,0.06911572384502492,0.3101422107897123,0.2466021929416288,0.13908754657310188,0.544247632760925,0.7007892878909067,30.48602776440588,14.061759343836913
2858,Chanthaburi,THA,2021,2021-01-01,0.042346254444138136,0.26018361303840326,0.024517504221222463,0.04832170586593377,0.2706517067844331,0.17208213525267904,0.07541206842318846,0.7143761696988458,0.5855658332837674,29.274009090389573,19.66858850897095
2859,Chiang Mai,THA,2021,2021-01-01,0.047911314030160704,0.26395525532189307,0.02788493269682768,0.05235796649817802,0.29715357166926853,0.19321675753302367,0.08823833716800471,0.6966049607961701,0.6203803380278902,27.47842435527857,15.145779323140944
2860,Chiang Rai,THA,2021,2021-01-01,0.05944099717527629,0.2582537723132571,0.033548191037893554,0.058889240983521676,0.2926737318565157,0.207972998030728,0.10584214539137995,0.6273030267119803,0.6308939428524534,29.08075697560069,14.950207157010837
2861,Chonburi,THA,2021,2021-01-01,0.0740261726748149,0.26030267881750013,0.040586250221859514,0.07104353816389629,0.28418257143236053,0.21958257492736719,0.12648650821338855,0.5647923898613769,0.6596592333198313,32.07747751089676,20.176977623239985
2862,Chumphon,THA,2021,2021-01-01,0.07409175488431284,0.3418198763207319,0.06940874582322269,0.08831328096883954,0.32626523254057216,0.19842965409873076,0.0909688806155445,0.6824516733431149,0.6344186486476623,27.22406274785991,18.063991152374587
2863,Kalasin,THA,2021,2021-01-01,0.10092105315454708,0.25852920554256226,0.04818695383278622,0.08146843893940986,0.320079142414092,0.2799981062675105,0.1760686535975564,0.43754261227913593,0.6530647514477222,32.3610473439199,13.96458725242389
2864,Kampaeng Phet,THA,2021,2021-01-01,0.08018380581319572,0.27088625309471065,0.04320354850560429,0.07434233228933014,0.31161433825060114,0.24818123597947309,0.14256885948590062,0.553519615450576,0.9005671851935474,32.62155411641848,16.137600618045447
2865,Kanchanaburi,THA,2021,2021-01-01,0.049908529274715376,0.27153972015126704,0.029633768088676453,0.05546510998880747,0.29786832562514465,0.20206893512194263,0.0959216853767119,0.6856798511936818,0.865774439979229,28.748929176313652,16.38268372489267
2866,Khon Kaen,THA,2021,2021-01-01,0.10062558814900359,0.2612911558976329,0.047702510385809464,0.0807904662377854,0.32549139388193915,0.2848697581134905,0.17746710966772983,0.44432009501878106,1.109416422994556,32.469442006328435,14.25855075868156
2867,Krabi,THA,2021,2021-01-01,0.1016640522460569,0.3695464061878469,0.09905071346256969,0.1170994874341429,0.34716221770706795,0.2163252250032945,0.10419560578697351,0.5943460206909114,0.589240745086882,27.29593297823389,18.233582386810227
2868,Lampang,THA,2021,2021-01-01,0.05388190108767165,0.25319032847929956,0.03175157380802539,0.054713626582216596,0.2976138842044907,0.20863581929904512,0.0998867645641115,0.6530177815832297,0.6197947288816853,30.00225899833062,16.143721360620916
2869,Lamphun,THA,2021,2021-01-01,0.05501464150640207,0.2604999162629166,0.03268487920436381,0.056999861735963386,0.3012717746287978,0.20903609531813805,0.1014371037062673,0.6572019269279741,0.6348114250984327,29.68117820652287,15.723762013645306
