ADM1_CODE,ADM1_NAME,country,year,date,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b04,sur_refl_b05,sur_refl_b06,sur_refl_b07,ndvi,evi,LST_Day_1km,LST_Night_1km
3333,Binh Dinh,VNM,2021,2021-01-01,0.3908474649003654,0.4770956628626315,0.3998813993417562,0.39835818595403527,0.44658649502012004,0.35496478421281846,0.22070378648332353,0.17212887536826466,0.15910811616682313,18.90221524272903,10.517023066666072
3338,Cao Bang,VNM,2021,2021-01-01,0.05055364528740473,0.3063704973567258,0.03246340686271205,0.05975586599901534,0.3367482569698789,0.21531971131352956,0.09716830970112643,0.7233864790937679,0.7382859368301363,18.52022245988467,5.479984970362336
3355,Khanh Hoa,VNM,2021,2021-01-01,0.37312005276100824,0.47151800657957127,0.3830063820003529,0.38178696784391725,0.4472640531935992,0.337689613232982,0.2110811144090984,0.1706133346085719,0.1778431828720527,24.541819095673088,14.764942118182429
3360,Lang Son,VNM,2021,2021-01-01,0.04812058911056489,0.3068415419665754,0.03134787737203531,0.058362207487400064,0.32716686887195345,0.20499569757506314,0.09108997382146658,0.7288884735812339,0.7155201634806388,18.67282189982072,6.481436279993919
3370,Phu Yen,VNM,2021,2021-01-01,0.49423068554336486,0.5577357042605243,0.5090021012223728,0.5027978816361669,0.5074019803656856,0.3896766966416114,0.23784903249662426,0.09556735783048775,0.10292400077160843,23.942905278735363,14.263168020074689
3371,Quang Binh,VNM,2021,2021-01-01,0.7228950353387996,0.738260812675707,0.7219610787366959,0.7226076748159265,0.6844377221876858,0.5442314377482773,0.319018577290005,0.011998924908487075,0.013010417296435085,9.157373079207064,7.442190888973511
3374,Quang Ngai,VNM,2021,2021-01-01,0.5906546206945154,0.6265905709502799,0.6019876691969416,0.5966526309943901,0.5642456811372225,0.4133727114000422,0.21368448946904528,0.04624485766008138,0.04082920279881393,,9.241207364240463
3376,Quang Tri,VNM,2021,2021-01-01,0.6511188174221544,0.6882764403817868,0.6482979492708202,0.6508285742223993,0.6489096811291168,0.53195232053172,0.3262230214001273,0.07031665393604264,0.07490296530791389,18.357907942691572,7.192892038570419
3383,Thua Thien - Hue,VNM,2021,2021-01-01,0.7616945871757376,0.7709655186045115,0.7644281589276173,0.7628193114709042,0.6988914968776965,0.5463303715520071,0.31678591990953225,0.007129810089061575,0.008214677935209953,8.350450311349434,9.322669342598704
3327,Ba Ria-Vung Tau,VNM,2021,2021-01-01,0.061869401271368724,0.2420253330946153,0.038245262140815854,0.06539067159931147,0.2505957863640652,0.1821503556933804,0.0993322442841099,0.5733919344699187,0.5632754419979074,28.523947736867473,
