ADM1_CODE,ADM1_NAME,country,year,date,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b04,sur_refl_b05,sur_refl_b06,sur_refl_b07,ndvi,evi,LST_Day_1km,LST_Night_1km
3333,Binh Dinh,VNM,2011,2011-01-01,0.17247866743405535,0.3148209985309757,0.17694195090643472,0.18365146159400983,0.3033774866948142,0.2233751043995726,0.13417691946532534,0.35647497677282974,0.30139470594930323,25.22230563317425,16.766269865608198
3338,Cao Bang,VNM,2011,2011-01-01,0.7151941620106849,0.7297014601952213,0.7082202281039178,0.7130461308363039,0.6831690291759864,0.5698786062791669,0.366527891099033,0.010314596678893687,0.012535865638065196,,6.751103141304471
3355,Khanh Hoa,VNM,2011,2011-01-01,0.13453911714248887,0.3686478622277833,0.11940216422997087,0.14551248080211945,0.3566762802736958,0.24620365383297932,0.13536141344817845,0.5194829944640659,0.543447465072325,25.596868955788718,16.364781029652633
3360,Lang Son,VNM,2011,2011-01-01,0.663820919485678,0.6862621873759991,0.663841156021375,0.6638362738138991,0.6484802345212963,0.5494670075089833,0.35300841982285164,0.019995009542137853,0.02174042106595174,,7.291746712717697
3370,Phu Yen,VNM,2011,2011-01-01,0.24709483136102894,0.38930925199768507,0.24762692794767663,0.25707184425310126,0.37564442378051394,0.2942116971040524,0.18665006733201767,0.268796291783454,0.294385883640454,24.826973662152504,16.90840806305723
3371,Quang Binh,VNM,2011,2011-01-01,0.4318950760237592,0.48417641523048666,0.43186764597740757,0.43553846113851946,0.461374751821731,0.3850620370948939,0.2533984579233552,0.1103177344866409,0.09902233172982856,20.28790175231177,15.00816661976922
3374,Quang Ngai,VNM,2011,2011-01-01,0.16244989039578395,0.3101130897209144,0.15854571573562184,0.17121578594808182,0.3057777063198879,0.23432669394228461,0.14700071036318751,0.3749929853661813,0.356487179937935,25.22678773738724,16.532348810569538
3376,Quang Tri,VNM,2011,2011-01-01,0.16450554707610082,0.28591779361299424,0.1610451977960871,0.17202421981363056,0.2834300045434359,0.21701527239129276,0.12897875549084376,0.3679875919474003,0.2855869929716631,24.9711889792302,16.026812219050377
3383,Thua Thien - Hue,VNM,2011,2011-01-01,0.12819996724929605,0.26697323404568946,0.1257363429257564,0.1376475013617028,0.2672020864910305,0.20068292007657346,0.12370082096603896,0.40809910339099886,0.3331297137448655,25.095124945557117,16.456121030891513
3327,Ba Ria-Vung Tau,VNM,2011,2011-01-01,0.06697889722889035,0.26464231427901297,0.037749874721590214,0.06973290589475055,0.26887114777403354,0.19294606221982621,0.09896044823507309,0.5643761521428793,0.5659693614191103,33.992950751641175,16.322748356096273
3336,Binh Thuan,VNM,2011,2011-01-01,0.07434574013651496,0.32158942926397766,0.03929111477752734,0.07493002333649083,0.34152222526062714,0.24129703303156588,0.12263361830323825,0.6347044690731654,0.6213044512363602,32.886732136514006,17.732847268729078
3342,Dong Nai,VNM,2011,2011-01-01,0.05679282638787001,0.29054338829993476,0.033160667406792195,0.06495505090273665,0.2916532968016124,0.19166781220375337,0.08709109635627105,0.6537658715779708,0.6089879187089932,31.662410262521256,18.096410687539922
3344,Gia Lai,VNM,2011,2011-01-01,0.07908907824505859,0.28802115071356743,0.057507359207288965,0.08148877684259694,0.3021091662662295,0.20337223062861073,0.10292782639313915,0.5987294684239718,0.5777474678212182,28.665104725677587,15.171749828976303
3345,Ha Giang,VNM,2011,2011-01-01,0.6897116744576857,0.7082481685691872,0.6819102660073021,0.6878272385268419,0.6631551893048618,0.5504063765776078,0.3537003576308195,0.019633832955664402,0.02080652470750952,15.570049343391622,5.437459628716945
3347,Ha Noi City,VNM,2011,2011-01-01,0.6432396130261475,0.6552594222806625,0.6426611684800954,0.6436213548392766,0.6244924206034915,0.5480647176659361,0.36352137726034084,0.009590351710320393,0.01143079156650164,,7.3162694533569415
3348,Ha Tay,VNM,2011,2011-01-01,0.6843581822365826,0.6955353089907188,0.6787075539389151,0.6831013371985576,0.6560641076032538,0.5614118530798216,0.3620073138170318,0.007904900508304422,0.00928987841525316,8.373431856421762,8.759149996775353
3349,Ha Tinh,VNM,2011,2011-01-01,0.541251599868103,0.569182065873143,0.5392639043845858,0.5433644335470265,0.5344755129686319,0.46706802404958075,0.32739508842838855,0.041044786774903884,0.04372027940541596,20.259472650812537,13.353163082827948
3353,Hoa Binh,VNM,2011,2011-01-01,0.6857131190656275,0.7032439676885359,0.6784534986971335,0.6844049552886982,0.6595668113399006,0.5583500117800609,0.3594828198913267,0.014468355142672104,0.017774848651399288,22.28397466874283,10.537390595394001
3357,Kon Tum,VNM,2011,2011-01-01,0.05712917714998967,0.27534008665194165,0.04075381198104972,0.06311708034038607,0.2846385361121619,0.17761362056580626,0.08215887067619884,0.684705577184227,0.5624859236653293,25.295149677216024,14.293162060628113
3366,Nghe An,VNM,2011,2011-01-01,0.45034171561720454,0.512291450142809,0.4474893579608053,0.45283724499281247,0.4936736548782393,0.42115318205591684,0.2836665347085195,0.11327050471187386,0.11236212272995194,21.407984539952214,10.29052136777862
